 Diffraction intensities for potential:ga5x5_08D10008.in                       
#    -28    13       1.2758491486E-005
#    -28    14       1.0796858492E-005
#    -28    15       9.8419882762E-006
#    -27     7       7.7712781856E-005
#    -27     8       3.7272173204E-005
#    -27     9       6.7178071960E-005
#    -27    10       1.1068216544E-004
#    -27    11       6.3397015007E-005
#    -27    12       2.7088162257E-005
#    -27    13       4.8508344215E-005
#    -27    14       4.0893530263E-005
#    -27    15       2.3888745029E-006
#    -27    16       1.3541715870E-005
#    -27    17       1.9673698822E-006
#    -27    18       1.2335234022E-005
#    -27    19       1.3183427948E-005
#    -27    20       4.1033241660E-006
#    -26     4       1.0218537291E-004
#    -26     5       2.8569125836E-006
#    -26     6       1.1386476604E-005
#    -26     7       5.6807496486E-006
#    -26     8       5.8189670297E-006
#    -26     9       2.3501402611E-005
#    -26    10       1.6408186956E-005
#    -26    11       2.1985007075E-006
#    -26    12       8.4195320474E-005
#    -26    13       2.7395768620E-005
#    -26    14       1.1497002489E-004
#    -26    15       1.0157840055E-004
#    -26    16       1.0812910397E-004
#    -26    17       4.9134372630E-005
#    -26    18       7.4995398848E-006
#    -26    19       4.2092928721E-005
#    -26    20       1.2621691386E-005
#    -26    21       1.4198149978E-005
#    -26    22       9.8725211421E-006
#    -25     2       8.6457834758E-007
#    -25     3       7.9053709189E-005
#    -25     4       2.3967255620E-005
#    -25     5       1.1495414576E-003
#    -25     6       2.9250187481E-004
#    -25     7       1.2111076036E-004
#    -25     8       2.3688277517E-005
#    -25     9       9.1661939823E-005
#    -25    10       4.9060349373E-004
#    -25    11       2.2886401139E-006
#    -25    12       4.3563835884E-005
#    -25    13       5.7841125188E-007
#    -25    14       4.2539602593E-007
#    -25    15       2.1965603134E-004
#    -25    16       6.4583427256E-006
#    -25    17       1.9125996262E-005
#    -25    18       3.4041982492E-005
#    -25    19       8.5274906869E-005
#    -25    20       1.1742290446E-004
#    -25    21       2.4983878633E-005
#    -25    22       2.1936089035E-005
#    -25    23       1.5934780965E-006
#    -24     0       1.1342510632E-004
#    -24     1       1.2982406022E-004
#    -24     2       3.0128535852E-005
#    -24     3       2.1755679207E-005
#    -24     4       2.3083494728E-005
#    -24     5       1.3568075841E-004
#    -24     6       3.9516977306E-005
#    -24     7       2.1506255187E-005
#    -24     8       3.2548133379E-005
#    -24     9       6.5156627976E-006
#    -24    10       1.1521082358E-004
#    -24    11       1.0135027703E-004
#    -24    12       5.5510213477E-005
#    -24    13       1.5181847892E-004
#    -24    14       1.3488240151E-004
#    -24    15       9.9977816460E-005
#    -24    16       2.0757769340E-005
#    -24    17       2.0647841772E-005
#    -24    18       3.2023290542E-005
#    -24    19       1.6870794397E-005
#    -24    20       2.0793819719E-005
#    -24    21       1.4970428875E-008
#    -24    22       3.8914205320E-005
#    -24    23       3.5656845481E-006
#    -24    24       8.2868054954E-006
#    -23    -2       1.9850412320E-005
#    -23    -1       1.2353234930E-004
#    -23     0       1.5648316900E-004
#    -23     1       4.5246882000E-005
#    -23     2       1.6754563142E-004
#    -23     3       1.9707156436E-005
#    -23     4       2.2541122152E-004
#    -23     5       3.3649197056E-004
#    -23     6       3.5574477355E-005
#    -23     7       2.6135053231E-005
#    -23     8       5.3560914082E-005
#    -23     9       4.0319090629E-006
#    -23    10       7.8626774001E-006
#    -23    11       8.0556242281E-006
#    -23    12       6.3799248172E-008
#    -23    13       7.2761750368E-005
#    -23    14       9.8008848217E-005
#    -23    15       8.2138411049E-005
#    -23    16       9.6845680733E-005
#    -23    17       3.3020651119E-005
#    -23    18       2.2788487048E-004
