 Diffraction intensities for potential:gv5x5_06D10004.in                       
#    -28    13       1.6782187130E-006
#    -28    14       2.0813978115E-005
#    -28    15       1.0465701690E-006
#    -27     7       3.7462273596E-005
#    -27     8       2.7654949231E-005
#    -27     9       5.8798243374E-006
#    -27    10       2.4611459039E-005
#    -27    11       3.7316961402E-006
#    -27    12       1.9503047254E-005
#    -27    13       5.1519161772E-006
#    -27    14       3.5713225876E-006
#    -27    15       1.1349281087E-005
#    -27    16       1.4006141383E-005
#    -27    17       1.6258331683E-005
#    -27    18       3.1518768986E-005
#    -27    19       1.9629386685E-005
#    -27    20       2.2220595869E-005
#    -26     4       2.7525142727E-005
#    -26     5       2.2938930361E-005
#    -26     6       3.0639146750E-005
#    -26     7       1.2670262442E-004
#    -26     8       2.7077745071E-005
#    -26     9       1.5153446655E-005
#    -26    10       4.7567348812E-005
#    -26    11       1.0307842043E-004
#    -26    12       4.3207982659E-005
#    -26    13       7.1734681394E-006
#    -26    14       1.2257328848E-005
#    -26    15       1.5972939067E-005
#    -26    16       2.0656409369E-005
#    -26    17       1.1402439177E-005
#    -26    18       2.0742931552E-005
#    -26    19       2.7023958729E-005
#    -26    20       5.9614350278E-005
#    -26    21       5.2686945773E-006
#    -26    22       2.8575536527E-005
#    -25     2       9.0185240891E-005
#    -25     3       1.0460085772E-004
#    -25     4       4.2145505972E-005
#    -25     5       1.0771066467E-003
#    -25     6       1.1404090588E-004
#    -25     7       9.3666310993E-005
#    -25     8       3.4859338836E-006
#    -25     9       2.9047277595E-005
#    -25    10       8.3931050666E-004
#    -25    11       2.8053819531E-005
#    -25    12       3.4719065373E-005
#    -25    13       1.9752575931E-005
#    -25    14       1.3952130005E-005
#    -25    15       3.5555424513E-004
#    -25    16       2.2512424762E-005
#    -25    17       1.6505721251E-005
#    -25    18       5.4753229361E-006
#    -25    19       2.1656250856E-005
#    -25    20       1.9813283538E-004
#    -25    21       8.5594754423E-005
#    -25    22       1.9767351277E-005
#    -25    23       2.0354526920E-005
#    -24     0       2.7463301012E-005
