 Diffraction intensities for potential:ga5x5_02D10010.in                       
#    -28    13       2.2815925531E-007
#    -28    14       1.8279261604E-006
#    -28    15       1.3833737094E-007
#    -27     7       2.4271904006E-006
#    -27     8       9.3591883365E-007
#    -27     9       9.6187530124E-007
#    -27    10       2.1513533058E-006
#    -27    11       9.1985036591E-008
#    -27    12       1.2531448764E-006
#    -27    13       7.8122177688E-008
#    -27    14       3.9608496918E-006
#    -27    15       6.6262554000E-007
#    -27    16       4.2533456569E-006
#    -27    17       1.3203017427E-007
#    -27    18       2.2957183346E-006
#    -27    19       2.2038225895E-007
#    -27    20       2.3605423119E-006
#    -26     4       4.5305573923E-007
#    -26     5       2.8780117512E-006
#    -26     6       1.6402145613E-007
#    -26     7       2.5823931889E-006
#    -26     8       1.6862028784E-006
#    -26     9       1.6156254083E-006
#    -26    10       2.2588681651E-006
#    -26    11       2.0713262557E-006
#    -26    12       5.1940351141E-006
#    -26    13       6.3317111006E-006
#    -26    14       2.4964531508E-006
#    -26    15       4.6286012375E-006
#    -26    16       3.2415454321E-006
#    -26    17       3.0273038541E-006
#    -26    18       5.1524221646E-006
#    -26    19       3.8601272707E-006
#    -26    20       3.0830348568E-006
#    -26    21       3.6971001230E-006
#    -26    22       2.4326102904E-006
#    -25     2       3.8675302936E-006
#    -25     3       1.0289715813E-006
#    -25     4       4.1014706415E-007
#    -25     5       7.8648288588E-004
#    -25     6       6.2635490122E-007
#    -25     7       3.0694148538E-006
#    -25     8       9.1758896775E-006
#    -25     9       3.2864781973E-006
#    -25    10       8.7045009868E-004
#    -25    11       6.7485433676E-006
#    -25    12       1.7467758550E-007
#    -25    13       9.7254509184E-006
#    -25    14       2.6010957441E-007
#    -25    15       3.5834317658E-004
#    -25    16       1.4225998078E-007
#    -25    17       2.0109640960E-005
#    -25    18       3.8509912560E-007
#    -25    19       2.4621806727E-006
#    -25    20       2.4733140424E-004
#    -25    21       1.3566300140E-006
#    -25    22       6.2771518700E-007
#    -25    23       3.6499301439E-006
#    -24     0       1.8662489935E-006
#    -24     1       2.9491592910E-007
#    -24     2       8.6280633532E-007
#    -24     3       4.6016431128E-007
#    -24     4       3.7492654738E-006
#    -24     5       1.6683050573E-006
#    -24     6       7.1716921898E-006
#    -24     7       3.2345910748E-006
#    -24     8       1.3543392514E-005
#    -24     9       6.0935178852E-006
#    -24    10       2.3286548621E-006
#    -24    11       8.1945385243E-006
#    -24    12       2.1639556216E-006
#    -24    13       1.6812174117E-005
#    -24    14       2.9605089725E-006
#    -24    15       1.2970933768E-005
#    -24    16       4.7244475553E-006
#    -24    17       7.0490114429E-006
#    -24    18       1.6755042891E-006
#    -24    19       4.3934573268E-006
#    -24    20       3.0235072036E-006
#    -24    21       3.4524495903E-006
#    -24    22       1.7225172785E-006
#    -24    23       7.2524308782E-006
#    -24    24       1.4139338192E-006
#    -23    -2       7.4488791136E-007
#    -23    -1       1.0706591518E-006
#    -23     0       3.3591560915E-006
#    -23     1       2.9910267043E-006
#    -23     2       3.8431514875E-006
#    -23     3       2.6173390691E-006
#    -23     4       8.5409199858E-006
#    -23     5       6.5651154195E-007
#    -23     6       1.5349372729E-005
#    -23     7       6.6537001042E-007
#    -23     8       1.6315650409E-005
#    -23     9       2.1323784802E-006
#    -23    10       1.2574986142E-005
#    -23    11       6.5876817796E-006
#    -23    12       1.0413883494E-005
#    -23    13       1.6134051393E-005
#    -23    14       1.6155122742E-005
#    -23    15       8.8923852076E-006
#    -23    16       1.4239366112E-005
#    -23    17       8.1045656550E-006
#    -23    18       6.5712597974E-006
#    -23    19       1.6365445108E-006
#    -23    20       4.0147173839E-006
#    -23    21       3.1892249872E-006
#    -23    22       4.3526479347E-006
#    -23    23       1.9776234057E-005
#    -23    24       4.6601313886E-007
#    -23    25       1.2990480324E-005
#    -22    -4       1.7357967781E-006
#    -22    -3       1.4602488746E-006
#    -22    -2       1.5358873395E-006
#    -22    -1       2.6912985186E-006
#    -22     0       4.9068163359E-006
#    -22     1       7.2847086272E-007
#    -22     2       8.2185904941E-006
#    -22     3       3.4169813116E-007
#    -22     4       1.5181327671E-005
#    -22     5       3.0908621424E-007
#    -22     6       1.5830204905E-005
#    -22     7       1.1749536056E-006
#    -22     8       1.3622801700E-005
#    -22     9       7.3728218574E-008
#    -22    10       9.8985537563E-006
#    -22    11       3.8740726891E-006
#    -22    12       1.6585720913E-005
#    -22    13       9.4680578007E-006
#    -22    14       2.6302680247E-005
#    -22    15       7.2101941252E-006
#    -22    16       2.8382800145E-005
#    -22    17       6.2317918362E-006
#    -22    18       1.4240785639E-005
#    -22    19       1.6639229203E-006
#    -22    20       1.7054127250E-006
#    -22    21       3.3540445584E-006
#    -22    22       2.9046715997E-007
#    -22    23       1.1042969228E-005
#    -22    24       2.9056561564E-006
#    -22    25       1.6949293271E-006
#    -22    26       2.1982663239E-006
#    -21    -5       3.5070883121E-006
#    -21    -4       2.5694857987E-007
#    -21    -3       3.3462802169E-006
#    -21    -2       2.0277459269E-006
#    -21    -1       1.9532115926E-006
#    -21     0       5.2513430055E-006
#    -21     1       1.6100390977E-006
#    -21     2       4.6975779338E-006
#    -21     3       3.2273186057E-006
#    -21     4       7.9473883209E-006
#    -21     5       3.0340907106E-006
#    -21     6       1.1431437832E-005
#    -21     7       2.4392300758E-006
#    -21     8       1.0653647451E-005
#    -21     9       8.1629717275E-007
#    -21    10       8.8283984145E-006
#    -21    11       3.1510936405E-006
#    -21    12       1.4804082462E-005
#    -21    13       9.2265712159E-006
#    -21    14       2.9100657638E-005
#    -21    15       1.2769786969E-005
#    -21    16       2.2716321062E-005
#    -21    17       7.9566971407E-006
#    -21    18       2.4126371713E-005
#    -21    19       4.9381002963E-007
#    -21    20       8.2956853644E-006
#    -21    21       6.2633575276E-007
#    -21    22       4.6488450891E-006
#    -21    23       5.0782638242E-006
#    -21    24       2.4649591377E-007
#    -21    25       8.2729643877E-006
#    -21    26       1.9282048940E-005
#    -20    -7       2.3250963619E-006
#    -20    -6       1.5225379205E-007
#    -20    -5       7.6447877598E-004
#    -20    -4       2.4460463688E-007
#    -20    -3       3.8166569824E-006
#    -20    -2       1.1223269278E-006
#    -20    -1       7.7555156252E-006
#    -20     0       7.9882069895E-003
#    -20     1       8.0917672955E-006
#    -20     2       2.6486783149E-006
#    -20     3       7.5578249386E-006
#    -20     4       7.3327703567E-006
#    -20     5       1.3135754298E-002
#    -20     6       1.4541725301E-005
#    -20     7       6.3654211549E-006
#    -20     8       1.4371853968E-005
#    -20     9       2.8812563073E-006
#    -20    10       7.7207787439E-003
#    -20    11       4.6075057610E-008
#    -20    12       2.1637495222E-005
#    -20    13       5.3089985107E-006
#    -20    14       3.7587975995E-005
#    -20    15       7.7552800006E-003
#    -20    16       4.1016299359E-005
#    -20    17       8.0162119323E-006
#    -20    18       3.0586593243E-005
#    -20    19       1.0096805640E-006
#    -20    20       2.7195056834E-003
#    -20    21       1.8474797659E-007
#    -20    22       1.0102540430E-005
#    -20    23       3.5632170922E-006
#    -20    24       1.2502064787E-005
#    -20    25       2.5275911051E-004
#    -20    26       2.0203277711E-005
#    -20    27       2.6486143311E-006
#    -19    -8       4.5211645516E-007
#    -19    -7       2.1390266539E-006
#    -19    -6       2.3301865620E-007
#    -19    -5       4.4858261939E-006
#    -19    -4       9.2758518013E-007
#    -19    -3       9.5177321407E-006
#    -19    -2       1.4050419832E-006
#    -19    -1       1.5847865759E-005
#    -19     0       6.1821230970E-007
#    -19     1       2.3033962522E-005
#    -19     2       1.4932986602E-006
#    -19     3       2.6871753819E-005
#    -19     4       5.9646142339E-006
#    -19     5       3.2065381023E-005
#    -19     6       1.6190135032E-005
#    -19     7       2.9376784923E-005
#    -19     8       1.6429644868E-005
#    -19     9       1.7642521961E-005
#    -19    10       2.1118032330E-005
#    -19    11       5.8092087458E-006
#    -19    12       2.9358997167E-005
#    -19    13       7.5159515587E-007
#    -19    14       4.6713119975E-005
#    -19    15       3.2577240297E-006
#    -19    16       5.7061107741E-005
#    -19    17       6.2009916728E-006
