 Diffraction intensities for potential:ga5x5_05D10001.in                       
#    -28    13       9.5901125283E-006
#    -28    14       6.7824313544E-005
#    -28    15       4.7717594495E-006
#    -27     7       5.6931556816E-005
#    -27     8       2.7394193421E-005
#    -27     9       2.1351925739E-005
#    -27    10       4.8286510154E-005
#    -27    11       2.0704675597E-005
#    -27    12       5.0880923930E-005
#    -27    13       1.7082437895E-005
#    -27    14       1.3577212401E-004
#    -27    15       8.0785493828E-005
#    -27    16       7.6521095439E-005
#    -27    17       1.5159997532E-004
#    -27    18       3.4510959154E-005
#    -27    19       3.6232160072E-005
#    -27    20       1.7667545550E-005
#    -26     4       7.0943391537E-006
#    -26     5       5.9098932897E-006
#    -26     6       3.8253827500E-005
#    -26     7       9.4309899991E-005
#    -26     8       6.6817405693E-005
#    -26     9       1.0381828155E-004
#    -26    10       2.8539279635E-004
#    -26    11       6.5705226530E-005
#    -26    12       1.7797727146E-004
#    -26    13       1.1001012356E-004
#    -26    14       7.2211616533E-006
#    -26    15       3.9982613299E-005
#    -26    16       1.2815772838E-005
#    -26    17       6.9767240237E-005
#    -26    18       1.9681323762E-005
#    -26    19       5.0358548954E-005
#    -26    20       4.4026011179E-005
#    -26    21       1.3419706083E-005
#    -26    22       6.5402755602E-006
#    -25     2       2.0454105861E-005
#    -25     3       6.2803702774E-005
#    -25     4       2.3957083929E-005
#    -25     5       8.7290368029E-004
#    -25     6       9.5555958925E-005
#    -25     7       2.6287295278E-005
#    -25     8       3.7375049240E-005
#    -25     9       1.2252854710E-004
#    -25    10       9.0498532752E-004
#    -25    11       3.5088796743E-005
#    -25    12       1.9189659193E-004
#    -25    13       1.9468369241E-005
#    -25    14       3.2170338949E-005
#    -25    15       2.9662586538E-004
#    -25    16       4.3351758403E-005
#    -25    17       8.8788192197E-005
#    -25    18       3.6494814870E-005
#    -25    19       4.9176692709E-005
#    -25    20       1.9225964952E-004
#    -25    21       2.2390356953E-005
#    -25    22       4.1693672381E-006
#    -25    23       4.1741092127E-006
#    -24     0       1.1772221849E-005
#    -24     1       1.3829551739E-005
#    -24     2       5.4906489648E-005
#    -24     3       1.3031063380E-004
#    -24     4       7.5111758022E-005
#    -24     5       3.0853955587E-004
#    -24     6       4.5283630178E-005
#    -24     7       8.4525808620E-005
#    -24     8       1.2791892811E-004
#    -24     9       2.8755217972E-005
#    -24    10       7.0876788592E-005
#    -24    11       5.1005263454E-005
#    -24    12       3.3756621487E-004
#    -24    13       1.7036920418E-004
#    -24    14       1.7660213647E-004
#    -24    15       2.0433412402E-004
#    -24    16       1.9271862551E-005
#    -24    17       6.6452283536E-005
#    -24    18       7.6859764514E-006
#    -24    19       4.8548350988E-005
#    -24    20       6.0160122285E-005
#    -24    21       1.4287144568E-006
#    -24    22       8.5096032565E-006
#    -24    23       1.0114414212E-005
#    -24    24       1.1031793157E-005
#    -23    -2       2.3796290604E-005
#    -23    -1       1.2809716044E-005
#    -23     0       5.9368431204E-005
#    -23     1       7.5400572940E-005
#    -23     2       8.3168702172E-005
#    -23     3       2.4581016374E-005
#    -23     4       4.7747010817E-005
#    -23     5       1.0882988788E-004
#    -23     6       4.6974468131E-006
#    -23     7       2.7632005527E-004
#    -23     8       2.9325655258E-004
#    -23     9       1.1948946764E-005
#    -23    10       2.1165945714E-004
#    -23    11       8.0400450250E-005
#    -23    12       4.3225222007E-005
#    -23    13       2.4277500271E-005
#    -23    14       1.2087317966E-005
#    -23    15       3.6092468257E-005
#    -23    16       6.0067740495E-006
#    -23    17       2.3160834532E-006
#    -23    18       3.7876932025E-005
#    -23    19       7.1540988794E-006
#    -23    20       1.4528596454E-005
#    -23    21       2.9103019342E-006
#    -23    22       2.0239519152E-006
#    -23    23       3.3921336646E-007
#    -23    24       1.2310586606E-006
#    -23    25       3.4438679976E-006
#    -22    -4       4.5010767990E-006
#    -22    -3       6.3485489711E-006
#    -22    -2       1.2521785068E-005
#    -22    -1       4.3966022652E-006
#    -22     0       2.7857633581E-005
#    -22     1       8.6300889590E-005
#    -22     2       9.8434618345E-006
#    -22     3       5.3057913877E-005
#    -22     4       1.4524401184E-004
#    -22     5       5.0491874172E-005
#    -22     6       4.4034332450E-005
#    -22     7       3.9485570824E-004
#    -22     8       5.5753218161E-005
#    -22     9       2.3279275854E-004
#    -22    10       3.8499580890E-004
#    -22    11       4.7885788834E-005
#    -22    12       3.7790010582E-004
#    -22    13       1.7716016546E-004
#    -22    14       3.2173001805E-004
#    -22    15       4.2338193201E-004
#    -22    16       1.6105773919E-004
#    -22    17       1.9536082616E-004
#    -22    18       1.3375626712E-004
#    -22    19       3.3092310626E-005
#    -22    20       3.2523066550E-005
#    -22    21       2.0719307985E-005
#    -22    22       9.8657863431E-006
#    -22    23       2.3581937047E-006
#    -22    24       1.3577355678E-005
#    -22    25       8.9091067684E-006
#    -22    26       4.8687390362E-006
#    -21    -5       2.9587298843E-006
#    -21    -4       2.0836214663E-005
#    -21    -3       1.1222727787E-005
#    -21    -2       2.1088034060E-005
#    -21    -1       9.5409996405E-007
#    -21     0       1.0129165432E-004
#    -21     1       4.7464319169E-005
#    -21     2       2.9806460805E-005
#    -21     3       3.2677352409E-004
#    -21     4       1.8270719179E-005
#    -21     5       1.0924711192E-004
#    -21     6       1.1579550378E-004
#    -21     7       1.0615200397E-004
#    -21     8       9.9998322432E-005
#    -21     9       6.3573837362E-005
#    -21    10       3.3539456122E-004
#    -21    11       8.1983896957E-005
#    -21    12       7.1999143928E-005
#    -21    13       1.1251133816E-004
#    -21    14       9.1812670646E-006
#    -21    15       7.0123943031E-005
#    -21    16       8.0566958488E-006
#    -21    17       4.7740652213E-005
#    -21    18       6.2031038232E-005
#    -21    19       2.4024480190E-005
#    -21    20       5.1133096857E-006
#    -21    21       3.0819673946E-005
#    -21    22       1.1237051803E-005
#    -21    23       1.9021164298E-006
#    -21    24       2.5943686654E-006
#    -21    25       2.5664782478E-006
#    -21    26       1.5942440352E-006
#    -20    -7       7.6243208629E-006
#    -20    -6       6.4009326957E-006
#    -20    -5       4.8635052844E-004
#    -20    -4       3.4229042678E-005
#    -20    -3       8.1104436195E-005
#    -20    -2       7.2578612360E-005
#    -20    -1       5.5194163448E-005
