 Diffraction intensities for potential:gv5x5_03D10003.in                       
#    -28    13       1.4273651448E-005
#    -28    14       6.4896056287E-006
#    -28    15       2.7097144595E-005
#    -27     7       1.6882020505E-006
#    -27     8       8.0973589799E-008
#    -27     9       5.5357469597E-006
#    -27    10       5.1706190656E-007
#    -27    11       4.6433271358E-006
#    -27    12       3.1877839205E-006
#    -27    13       1.4106717287E-005
#    -27    14       2.7463139134E-006
#    -27    15       5.4229514238E-006
#    -27    16       6.8546698770E-005
#    -27    17       1.3018446277E-005
#    -27    18       2.2771353150E-005
#    -27    19       5.5899262673E-005
#    -27    20       8.9707258080E-006
#    -26     4       1.2766496423E-005
#    -26     5       9.3027463928E-006
#    -26     6       7.8054146550E-006
#    -26     7       3.9961692565E-005
#    -26     8       4.0943570697E-006
#    -26     9       1.7532978720E-005
#    -26    10       2.6063532773E-005
#    -26    11       2.3108751945E-005
#    -26    12       1.2822521469E-005
#    -26    13       2.3905410399E-005
#    -26    14       4.2653154025E-005
#    -26    15       2.7068514366E-006
#    -26    16       6.4518502151E-005
#    -26    17       3.1321843117E-005
#    -26    18       1.8668747851E-005
#    -26    19       7.2969880330E-005
#    -26    20       6.3436790675E-005
#    -26    21       4.7866623089E-006
#    -26    22       6.5883511633E-005
#    -25     2       5.9911354200E-006
#    -25     3       9.1694425271E-006
#    -25     4       6.9118670882E-006
#    -25     5       5.8604171125E-004
#    -25     6       1.1264709120E-005
#    -25     7       1.0160667143E-005
#    -25     8       1.2391489344E-005
#    -25     9       1.8419955654E-006
#    -25    10       1.0701985902E-003
#    -25    11       6.2812194933E-006
#    -25    12       5.1710873420E-006
#    -25    13       1.0118898518E-005
#    -25    14       1.8368499098E-005
#    -25    15       3.8411169948E-004
#    -25    16       6.9679586196E-006
#    -25    17       5.6633379408E-005
#    -25    18       5.3546212479E-005
#    -25    19       3.7563787271E-005
#    -25    20       1.2480171704E-004
#    -25    21       2.6750460604E-005
#    -25    22       1.8787988305E-005
