 Diffraction intensities for potential:ga5x5_15D10009.in                       
#    -28    13       4.2724401387E-005
#    -28    14       7.0499693216E-005
#    -28    15       9.5981190415E-006
#    -27     7       4.7579155344E-004
#    -27     8       1.5017477899E-004
#    -27     9       3.2044049713E-005
#    -27    10       5.3936922539E-005
#    -27    11       4.9220278907E-005
#    -27    12       2.0850012956E-005
#    -27    13       5.7833763512E-005
#    -27    14       3.4078525872E-005
#    -27    15       1.5239957774E-004
#    -27    16       2.8536086215E-005
#    -27    17       1.9476811981E-004
#    -27    18       3.9459742527E-005
#    -27    19       5.2058462579E-006
#    -27    20       9.5210491330E-006
#    -26     4       5.0837918337E-005
#    -26     5       1.3647984915E-004
#    -26     6       3.1542905568E-004
#    -26     7       1.4900632732E-004
#    -26     8       6.2679749472E-005
#    -26     9       1.1072463364E-004
#    -26    10       2.5884257237E-004
#    -26    11       9.4199933188E-005
#    -26    12       5.7384166725E-005
#    -26    13       1.2836052072E-004
#    -26    14       1.5354038647E-004
#    -26    15       4.2606960935E-005
#    -26    16       7.6923978984E-005
#    -26    17       8.5280186056E-005
#    -26    18       2.3319543333E-005
#    -26    19       4.7032997041E-006
#    -26    20       3.8291685348E-005
#    -26    21       7.7986405857E-005
#    -26    22       5.3803649445E-006
#    -25     2       3.2382605136E-005
#    -25     3       1.0071859467E-004
#    -25     4       1.6816185174E-005
#    -25     5       3.5674273127E-004
#    -25     6       4.3717870235E-005
#    -25     7       6.0964686024E-005
#    -25     8       4.0026003196E-004
#    -25     9       1.1588849081E-005
#    -25    10       6.6237289622E-004
#    -25    11       1.7239029123E-005
#    -25    12       3.6805954044E-005
#    -25    13       1.5270008676E-004
#    -25    14       1.6142378833E-004
#    -25    15       2.7419044361E-004
#    -25    16       2.3278774077E-004
#    -25    17       6.8397803017E-005
#    -25    18       4.1809641330E-005
#    -25    19       3.9903723343E-005
#    -25    20       9.9102102324E-004
#    -25    21       7.6526414986E-005
#    -25    22       2.6974931394E-005
#    -25    23       1.9158818626E-004
#    -24     0       4.1742744347E-005
#    -24     1       1.3613026576E-004
#    -24     2       1.2801184712E-004
#    -24     3       1.7881823547E-004
#    -24     4       2.8361862135E-004
#    -24     5       1.4684703353E-005
#    -24     6       3.8387338430E-004
#    -24     7       5.7111984452E-005
