 Diffraction intensities for potential:gv5x5_01D10003.in                       
#    -28    13       1.2286520676E-005
#    -28    14       7.9560256618E-007
#    -28    15       1.0961307195E-005
#    -27     7       2.3891333083E-006
#    -27     8       3.4241246556E-006
#    -27     9       5.6534842798E-006
#    -27    10       2.9244237560E-006
#    -27    11       1.2292340886E-005
#    -27    12       8.7928780470E-006
#    -27    13       1.0277369648E-005
#    -27    14       1.0714178211E-005
#    -27    15       1.1545553615E-005
#    -27    16       1.5943207826E-005
#    -27    17       5.2466262177E-006
#    -27    18       6.7119535655E-006
#    -27    19       5.1845448489E-006
#    -27    20       3.5248104784E-006
#    -26     4       6.6736507019E-006
#    -26     5       3.5233911456E-006
#    -26     6       3.4154514234E-006
#    -26     7       5.9781583411E-006
#    -26     8       4.4960327585E-006
#    -26     9       9.3626754295E-006
#    -26    10       8.7572950077E-006
#    -26    11       1.4655070310E-005
#    -26    12       1.7616014654E-005
#    -26    13       1.2943999700E-005
#    -26    14       1.7551525440E-005
#    -26    15       1.7553630913E-005
#    -26    16       1.2878517735E-005
#    -26    17       1.2500927565E-005
#    -26    18       6.2359591474E-006
#    -26    19       9.5027749115E-006
#    -26    20       4.8800898074E-006
#    -26    21       3.7658620224E-006
#    -26    22       5.5999251280E-006
#    -25     2       6.6685706855E-007
#    -25     3       2.0302380769E-006
#    -25     4       4.0161603545E-006
#    -25     5       7.8686106471E-004
#    -25     6       7.9265288411E-006
#    -25     7       1.2276991454E-005
#    -25     8       5.1428214701E-006
#    -25     9       1.7749650107E-005
#    -25    10       1.1306355483E-003
#    -25    11       3.2599217824E-005
#    -25    12       2.3536077154E-005
#    -25    13       2.8850030089E-005
#    -25    14       3.3099936361E-005
#    -25    15       6.6853439207E-004
#    -25    16       2.1104743780E-005
#    -25    17       6.5377617062E-006
#    -25    18       1.5458669393E-005
#    -25    19       1.0707620784E-005
#    -25    20       2.7523549371E-004
#    -25    21       3.9506361438E-006
#    -25    22       1.9276631319E-006
#    -25    23       7.4253199216E-007
#    -24     0       4.2383206922E-006
#    -24     1       4.4056206375E-006
#    -24     2       6.8716280284E-006
#    -24     3       1.3633396026E-005
#    -24     4       5.4959637660E-006
#    -24     5       3.8249930182E-006
#    -24     6       1.0303433061E-005
#    -24     7       6.5466602800E-006
#    -24     8       4.6942883897E-006
#    -24     9       3.3498906742E-005
#    -24    10       4.0429373660E-005
#    -24    11       2.7423081360E-005
#    -24    12       3.9815485286E-005
#    -24    13       3.1104972524E-005
#    -24    14       4.0396367993E-005
#    -24    15       3.6470777349E-005
#    -24    16       7.2870956776E-006
#    -24    17       1.5213599582E-005
#    -24    18       1.8019438620E-005
#    -24    19       7.5345085075E-006
#    -24    20       6.2081313913E-006
#    -24    21       1.1964427765E-005
#    -24    22       4.9294141427E-006
#    -24    23       2.7020935994E-006
#    -24    24       2.6595236442E-006
#    -23    -2       2.3143737200E-006
#    -23    -1       6.0898037279E-006
#    -23     0       7.5902597122E-006
#    -23     1       8.4427964513E-006
#    -23     2       9.8619928125E-006
#    -23     3       1.5465902544E-005
#    -23     4       5.5973750016E-006
#    -23     5       2.6891627566E-006
#    -23     6       4.2636008507E-006
#    -23     7       7.6133786772E-006
#    -23     8       1.0968464547E-005
#    -23     9       3.7488265931E-005
#    -23    10       3.8932717096E-005
#    -23    11       6.2083486400E-005
#    -23    12       6.4421458312E-005
#    -23    13       4.0070733548E-005
#    -23    14       3.8551060554E-005
